"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-16","71","77","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-17","65","70","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-18","66","75","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-19","68","79","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-20","62","65","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-21","66","70","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-22","72","81","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-23","73","84","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-24","72","82","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-25","76","86","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-26","81","91","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-27","82","90","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-28","82","88","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-29","84","93","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-06-30","74","78","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-01","80","86","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-02","82","88","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-03","83","92","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-04","88","99","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-05","92","102","81"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-06","93","103","83"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-07","87","94","79"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-08","83","93","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-09","86","99","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-10","84","92","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-11","77","86","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-12","69","74","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-13","73","82","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-14","72","78","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-15","76","88","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-16","83","94","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-17","84","95","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-18","87","98","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-19","87","99","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-20","83","89","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-21","82","88","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-22","83","91","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-23","88","98","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-24","85","95","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-25","85","98","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-26","82","93","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-27","85","95","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-28","84","97","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-29","82","94","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-30","85","97","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-07-31","89","101","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-01","89","98","79"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-02","83","92","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-03","80","90","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-04","81","92","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-05","82","92","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-06","81","92","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-07","81","91","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-08","87","95","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-09","77","84","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-10","75","86","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-11","85","96","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-12","85","95","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-13","87","97","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-14","84","95","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-15","79","85","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-16","80","92","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-17","87","99","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-18","86","95","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-19","81","89","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-20","77","85","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-21","74","81","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-22","74","83","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-23","77","87","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-24","78","86","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-25","75","78","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-26","78","86","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-27","78","85","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-28","79","89","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-29","81","91","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-30","67","72","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-08-31","69","74","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-01","74","82","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-02","74","83","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-03","75","84","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-04","76","78","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-05","79","83","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-06","78","83","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-07","79","85","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-08","77","86","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-09","77","86","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-10","76","82","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-11","70","79","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-12","71","81","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-13","71","80","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-14","75","83","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-15","70","74","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-16","65","69","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-17","66","73","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-18","64","73","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-19","65","74","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-20","69","77","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-21","60","68","52"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-22","57","65","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-23","61","73","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-24","66","77","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-25","71","82","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-26","70","80","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-27","73","76","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-28","71","74","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-29","70","72","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-09-30","61","68","53"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-10-01","61","71","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-10-02","64","74","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-10-03","68","79","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1999-10-04","63","70","55"
